ID,birthdate,marital_status,car_use,gender,kids_driving,parent,education,car_make,car_model,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income
16-1661274,9/16/1995,Married,Private,Female,0,No,Bachelors,Ford,Econoline E350,Red,1997,0,Suburban,$16057.71,$214425.07
09-8486275,8/16/1959,Married,Commercial,Male,0,No,Bachelors,Toyota,Echo,Green,2004,0,Highly Rural,$85952.01,$118989.78
19-9446592,1/4/1964,Divorced,Private,Male,0,Yes,High School,Mitsubishi,Montero Sport,Purple,2003,0,Urban,$84958.19,$118400.79
64-8721022,8/9/1961,Single,Private,Male,0,No,Bachelors,Chevrolet,Suburban 1500,Indigo,2012,3,Suburban,$33463.69,$195574.49
17-8635361,5/6/1952,Single,Private,Male,0,No,High School,Chevrolet,Corvette,Aquamarine,1989,0,Highly Urban,$60242.73,$169171.36
26-3790294,1/1/1958,Single,Private,Female,2,Yes,Bachelors,Bugatti,Veyron,Maroon,2009,0,Urban,$91702.35,$242490.23
99-6266453,12/27/1997,Seperated,Private,Female,0,No,Bachelors,Volkswagen,Golf,Fuscia,1985,0,Suburban,$30882.13,$80472.69
29-8182339,3/10/1995,Divorced,Private,Female,0,No,Bachelors,Mercury,Tracer,Pink,1997,0,Urban,$76005.74,$104277.65
47-5106079,7/18/1971,Married,Private,Female,1,Yes,High School,Mercedes-Benz,S-Class,Blue,1996,0,Highly Rural,$52844.91,$106332.24
81-3678400,10/2/1950,Married,Private,Female,0,No,Bachelors,Geo,Metro,Maroon,1996,0,Suburban,$21750.88,$204768.29
50-5770994,7/24/1973,Single,Private,Female,1,Yes,High School,Bentley,Azure,Yellow,2006,0,Highly Rural,$22735.39,$142137.99
18-5424765,4/4/1982,Seperated,Private,Male,0,Yes,High School,Pontiac,Bonneville,Pink,1995,0,Urban,$61811.45,$60116.99
86-3181652,5/25/1952,Married,Commercial,Female,0,Yes,High School,Cadillac,DTS,Puce,2008,3,Urban,$74762.17,$48303.58
84-7786569,1/11/1984,Single,Private,Female,2,Yes,PhD,Mitsubishi,Challenger,Aquamarine,2002,0,Highly Rural,$4618.22,$165517.47
00-6263852,5/25/1956,Single,Private,Male,0,Yes,High School,Dodge,Journey,Pink,2012,0,Urban,$40332.30,$238970.39
35-9659233,9/16/1953,Single,Commercial,Female,0,No,Bachelors,Bentley,Brooklands,Yellow,2009,0,Suburban,$47388.31,$117767.05
08-5373074,1/12/1966,Married,Private,Female,0,No,Masters,Oldsmobile,Toronado,Purple,1992,0,Suburban,$62171.24,$194330.10
80-1033668,8/5/1993,Married,Private,Male,0,No,Bachelors,Land Rover,Discovery Series II,Puce,1999,0,Highly Rural,$18565.72,$60423.72
77-7842062,7/3/1966,Single,Commercial,Female,1,Yes,PhD,Isuzu,Axiom,Pink,2003,0,Highly Urban,$93358.57,$219462.92
47-4619863,7/30/1967,Married,Private,Female,0,No,High School,Ford,Econoline E350,Orange,2001,0,Suburban,$19123.02,$96596.84
82-7659785,10/27/1964,Single,Private,Female,0,Yes,Masters,Dodge,Avenger,Indigo,2010,0,Suburban,$26836.92,$120401.54
77-1017357,8/1/1993,Married,Private,Male,0,No,Masters,Ford,Windstar,Purple,1997,0,Suburban,$73453.25,$99446.10
74-0429094,6/21/1973,Divorced,Private,Male,0,No,Bachelors,Nissan,Maxima,Maroon,2010,0,Highly Urban,$80084.48,$159938.54
37-2209088,6/11/1973,Divorced,Private,Male,0,No,Bachelors,Pontiac,Torrent,Puce,2007,2,Highly Rural,$47415.36,$97811.83
92-9152472,2/4/1956,Single,Private,Male,0,No,PhD,Chevrolet,Tracker,Fuscia,2001,2,Rural,$41855.00,$62983.44
05-1871964,1/28/1951,Married,Private,Male,0,Yes,High School,Chevrolet,Suburban 1500,Red,1993,3,Rural,$44885.38,$107384.48
03-3346163,5/14/1978,Divorced,Private,Male,0,No,Bachelors,Mercedes-Benz,G-Class,Purple,2011,0,Urban,$81268.48,$81259.28
36-8756417,10/1/2001,Divorced,Commercial,Female,0,No,Bachelors,Lincoln,MKX,Turquoise,2007,0,Highly Urban,$78732.10,$72537.41
47-8664741,10/12/1983,Divorced,Private,Male,1,Yes,PhD,Honda,Civic,Maroon,2001,1,Urban,$26306.19,$236576.21
61-0944454,7/22/1992,Single,Private,Female,0,No,Masters,Chevrolet,Cobalt SS,Aquamarine,2008,1,Highly Urban,$93073.84,$106090.02
24-6086341,11/18/1967,Married,Private,Female,2,Yes,Bachelors,Pontiac,Solstice,Turquoise,2009,0,Rural,$88127.16,$105999.57
81-7201645,2/7/1998,Divorced,Private,Female,0,No,Masters,Chrysler,Pacifica,Yellow,2004,0,Highly Rural,$88338.46,$176494.15
58-5455242,11/15/1972,Seperated,Private,Male,0,No,Bachelors,Mercedes-Benz,300SL,Fuscia,1992,1,Rural,$88424.48,$212808.68
45-0794693,7/18/1977,Divorced,Private,Male,0,No,Bachelors,Lamborghini,Countach,Violet,1985,1,Urban,$44761.38,$228422.45
54-4260784,10/26/1991,Seperated,Private,Male,0,No,Bachelors,Lincoln,Navigator,Mauv,2011,0,Suburban,$28868.54,$206510.93
53-9859185,4/16/1958,Single,Private,Female,1,Yes,High School,Mazda,B-Series,Turquoise,2007,3,Urban,$86798.99,$233433.16
18-1234128,6/19/1960,Married,Private,Male,2,Yes,Bachelors,Ford,E-Series,Aquamarine,2001,2,Highly Rural,$6294.55,$205959.49
57-2983905,7/22/1996,Single,Private,Male,0,No,Masters,Mercedes-Benz,C-Class,Turquoise,1998,0,Highly Rural,$2717.92,$220323.96
25-8856741,10/8/1987,Divorced,Commercial,Male,0,Yes,Bachelors,Toyota,Camry,Teal,1995,1,Highly Urban,$8675.25,$110632.19
14-1020057,9/5/1983,Married,Private,Female,0,No,High School,Ford,Crown Victoria,Mauv,1995,0,Highly Urban,$58893.75,$114914.02
25-9111478,8/15/1959,Married,Private,Male,1,Yes,High School,Kia,Optima,Aquamarine,2008,0,Highly Rural,$13342.16,$131569.80
26-8013111,2/4/1987,Married,Commercial,Male,1,Yes,Bachelors,Cadillac,Eldorado,Mauv,1997,0,Highly Urban,$22466.56,$55129.67
00-3766531,12/12/1972,Married,Private,Male,0,No,High School,Dodge,D150,Orange,1993,2,Highly Rural,$18120.28,$222357.95
92-3420363,2/15/1996,Divorced,Private,Female,1,Yes,Bachelors,Bentley,Continental Super,Red,2010,0,Highly Urban,$47574.33,$166983.36
30-3993465,10/15/1993,Single,Private,Female,0,No,Masters,Lexus,GS,Violet,2003,2,Urban,$30778.42,$143369.98
34-5220942,9/25/1983,Single,Private,Male,0,No,High School,GMC,Sierra 1500,Crimson,1999,0,Suburban,$49797.75,$84379.78
19-7176927,5/1/1986,Married,Private,Female,0,No,High School,Infiniti,Q,Blue,1994,0,Rural,$62561.17,$213354.51
34-3871424,8/31/1978,Single,Private,Male,1,Yes,Bachelors,Cadillac,XLR,Purple,2006,1,Highly Urban,$94965.08,$178725.16
29-7027972,4/24/1974,Single,Private,Female,0,No,PhD,Mazda,929,Turquoise,1987,0,Highly Rural,$35757.24,$188664.11
59-1680861,1/22/1982,Single,Private,Female,0,No,Masters,Nissan,370Z,Purple,2011,0,Suburban,$7586.96,$183238.44
62-6267228,12/26/1972,Single,Commercial,Female,0,No,Masters,Toyota,Tacoma,Blue,1997,0,Highly Rural,$55409.00,$105231.87
85-1728136,10/12/1965,Divorced,Private,Male,0,Yes,PhD,Buick,LaCrosse,Goldenrod,2007,3,Urban,$2888.19,$47747.99
77-0459923,2/7/1982,Single,Commercial,Male,2,Yes,Bachelors,Land Rover,LR2,Blue,2012,0,Highly Rural,$9739.19,$160601.87
47-5932266,6/2/1962,Married,Private,Male,0,No,Bachelors,Buick,Special,Purple,1962,0,Rural,$529.86,$124766.31
87-3042163,4/12/1966,Single,Private,Female,0,Yes,Masters,Nissan,Altima,Crimson,2004,0,Urban,$23893.57,$156839.55
39-0663861,7/29/1984,Single,Private,Female,0,Yes,High School,Mercury,Capri,Fuscia,1985,3,Highly Rural,$82428.95,$219104.81
51-2213659,5/2/1987,Married,Private,Female,0,No,High School,Saab,9000,Purple,1995,3,Urban,$66115.08,$223805.92
71-4650334,6/24/1986,Single,Commercial,Male,1,Yes,Masters,Mitsubishi,Lancer Evolution,Aquamarine,2006,0,Highly Urban,$67152.77,$178357.44
99-6214387,10/4/1976,Single,Commercial,Male,2,Yes,PhD,Audi,S6,Yellow,2002,0,Rural,$4281.25,$75363.56
43-4801805,6/7/1966,Married,Commercial,Male,0,No,Bachelors,Isuzu,Trooper,Orange,1995,0,Highly Rural,$71571.91,$198964.95
26-6274598,1/9/1977,Divorced,Private,Male,0,No,Masters,GMC,2500,Pink,1994,0,Highly Rural,$54210.51,$89445.17
69-1303956,6/16/1996,Married,Private,Female,0,No,Bachelors,Saab,9-7X,Pink,2009,0,Highly Rural,$63415.35,$127355.28
66-4907113,10/27/1995,Divorced,Private,Male,0,Yes,Bachelors,Mitsubishi,Raider,Yellow,2009,0,Highly Urban,$71873.65,$134787.94
99-7809788,7/7/1968,Single,Private,Male,0,No,Bachelors,Volvo,S40,Fuscia,2003,0,Highly Urban,$75634.23,$174117.57
27-0013291,8/1/1952,Married,Private,Male,1,Yes,Bachelors,Mercedes-Benz,G-Class,Fuscia,2006,1,Highly Rural,$94289.64,$212684.19
64-5722004,11/27/2001,Divorced,Commercial,Male,0,No,Bachelors,Honda,CR-V,Pink,2001,1,Highly Urban,$84187.12,$152185.80
38-4629893,12/8/1962,Single,Private,Female,0,No,Bachelors,Mazda,Mazdaspeed 3,Goldenrod,2009,4,Highly Rural,$54929.67,$168371.04
69-5445655,2/20/1975,Single,Private,Female,0,No,Bachelors,GMC,Savana 1500,Goldenrod,1997,0,Urban,$18889.70,$240173.10
73-2273724,5/21/1997,Divorced,Private,Female,0,Yes,Bachelors,Lexus,RX,Mauv,2001,1,Urban,$43131.51,$188538.29
99-2019329,11/20/1949,Single,Private,Male,0,Yes,High School,Mercury,Capri,Green,1992,1,Suburban,$26200.83,$184774.67
67-2525155,1/1/1987,Single,Private,Male,0,No,Bachelors,BMW,330,Pink,2005,0,Highly Rural,$75405.44,$200508.01
31-5314346,8/6/1957,Married,Commercial,Male,0,No,Bachelors,Audi,V8,Maroon,1994,0,Urban,$97269.05,$60466.32
41-0925692,6/11/1983,Single,Private,Female,0,Yes,Bachelors,Maserati,GranSport,Fuscia,2005,0,Suburban,$68425.80,$143003.43
78-3569596,7/11/1993,Single,Private,Male,0,No,High School,Plymouth,Voyager,Green,1997,0,Suburban,$82868.64,$220069.32
69-6891553,1/14/1987,Married,Commercial,Male,0,No,Bachelors,Suzuki,XL-7,Pink,2003,0,Highly Urban,$59451.44,$116433.56
24-7034243,9/6/2001,Single,Private,Male,2,Yes,High School,Pontiac,Grand Prix,Crimson,2006,1,Highly Urban,$21568.16,$158332.25
22-9634055,7/10/1997,Divorced,Private,Male,1,Yes,High School,Chrysler,Town & Country,Teal,2010,0,Suburban,$14338.74,$246758.36
33-5863762,4/11/1974,Single,Private,Male,1,Yes,High School,Mazda,MX-3,Turquoise,1993,3,Rural,$50894.90,$115128.13
26-5868211,12/11/1988,Divorced,Private,Male,0,Yes,Bachelors,Ford,Th!nk,Goldenrod,2001,0,Highly Rural,$70639.50,$161766.14
25-4269612,1/26/1999,Married,Private,Male,0,No,Masters,Chevrolet,Volt,Red,2011,4,Highly Urban,$3615.24,$216430.63
63-0389232,9/13/2000,Married,Private,Female,0,No,Bachelors,Lexus,RX,Teal,1999,3,Highly Urban,$82637.35,$105057.12
03-1806149,4/7/1994,Married,Private,Female,0,No,Bachelors,Chrysler,Town & Country,Pink,1995,0,Suburban,$91499.93,$95388.41
34-7923358,11/30/1984,Single,Commercial,Female,0,No,High School,Porsche,Boxster,Green,2004,1,Suburban,$75613.38,$64232.76
06-0428950,8/11/1986,Seperated,Private,Male,0,No,Bachelors,Mercedes-Benz,CLK-Class,Fuscia,1998,0,Urban,$81446.49,$97379.80
83-8679892,6/10/1989,Single,Private,Female,0,No,Bachelors,Dodge,Ram Van B350,Red,1993,0,Highly Rural,$23549.43,$192641.27
74-2917984,3/16/1964,Single,Private,Male,1,Yes,Bachelors,Volkswagen,Touareg 2,Orange,2009,0,Suburban,$16719.82,$93521.63
28-5315442,10/21/1973,Single,Private,Female,0,No,Masters,Chevrolet,Astro,Indigo,1992,0,Suburban,$546.14,$103201.13
37-6977229,12/4/1994,Married,Commercial,Male,0,No,Bachelors,Hyundai,Azera,Violet,2008,0,Urban,$56304.62,$121081.75
91-6391507,7/23/1986,Married,Private,Male,2,Yes,High School,Nissan,Sentra,Blue,2005,0,Highly Urban,$76253.64,$114861.93
44-9053054,7/22/1956,Single,Commercial,Male,0,No,Masters,Lotus,Esprit,Red,1996,4,Highly Urban,$59873.58,$65925.59
58-4562044,2/6/1973,Single,Private,Male,0,Yes,Bachelors,Mercedes-Benz,190E,Red,1993,0,Urban,$38453.43,$177535.02
36-3572909,11/24/1956,Married,Private,Male,0,No,High School,Mitsubishi,GTO,Red,1990,0,Rural,$97298.09,$101825.29
39-4772363,5/31/2001,Seperated,Private,Male,2,Yes,Masters,Dodge,Ram Wagon B150,Green,1993,0,Rural,$83919.82,$126307.58
32-5828777,11/16/1959,Married,Private,Male,0,No,Bachelors,Chevrolet,Corvette,Aquamarine,1967,0,Rural,$69654.50,$244189.44
51-2018929,3/10/1954,Married,Private,Male,1,Yes,Bachelors,Buick,Rainier,Purple,2006,0,Suburban,$39758.02,$45875.27
37-4461272,11/1/1990,Married,Private,Male,0,No,Masters,Volkswagen,Routan,Mauv,2009,1,Rural,$18268.45,$103798.01
38-4063359,5/20/2000,Single,Private,Female,0,No,High School,Lexus,LS,Red,1998,1,Rural,$2643.29,$209545.54
46-5114735,9/5/1989,Single,Private,Male,3,Yes,High School,Mercedes-Benz,SLK-Class,Crimson,2001,0,Suburban,$72087.00,$64670.84
46-5180354,9/30/1983,Divorced,Private,Female,0,No,High School,Volkswagen,Rabbit,Khaki,2009,1,Highly Rural,$63280.18,$112719.59
10-3124686,5/24/1988,Divorced,Private,Female,0,No,Bachelors,Chevrolet,Cobalt,Aquamarine,2010,0,Suburban,$78567.39,$161871.38
17-8973712,5/18/1966,Single,Private,Female,0,Yes,PhD,Mitsubishi,Montero,Puce,2004,0,Suburban,$88765.98,$110723.20
28-0065829,12/9/1981,Divorced,Private,Female,0,Yes,Bachelors,Lotus,Exige,Puce,2006,0,Urban,$46146.90,$209326.78
91-3239332,9/8/1964,Single,Private,Male,0,No,High School,Land Rover,Range Rover,Turquoise,1989,1,Rural,$66040.98,$247038.11
74-3848225,7/10/1994,Married,Private,Female,0,No,High School,Mazda,RX-8,Purple,2009,0,Urban,$79056.02,$66060.64
60-1491816,6/13/1985,Divorced,Private,Female,0,No,High School,GMC,Yukon XL 1500,Crimson,2004,0,Highly Rural,$36904.16,$74012.35
39-4351296,11/22/1970,Married,Private,Male,1,Yes,High School,GMC,Savana 1500,Goldenrod,2008,0,Rural,$32002.94,$158761.06
17-6262615,10/30/1974,Single,Private,Female,0,No,PhD,BMW,M3,Green,2004,0,Highly Urban,$9297.03,$125101.47
92-8847986,2/20/1982,Single,Commercial,Female,0,No,Bachelors,Jeep,Grand Cherokee,Indigo,2002,1,Highly Rural,$49051.75,$172098.37
85-4108616,1/1/1958,Divorced,Private,Male,0,No,High School,Suzuki,Vitara,Goldenrod,2004,0,Rural,$58533.28,$234823.43
70-2617318,4/14/1984,Single,Private,Male,0,No,High School,Aston Martin,DB9 Volante,Puce,2006,0,Highly Rural,$55429.24,$222354.27
10-9602349,11/7/1974,Single,Commercial,Female,0,Yes,High School,Lexus,RX Hybrid,Blue,2006,1,Highly Rural,$52130.39,$107257.87
68-7296587,6/29/1993,Married,Commercial,Female,1,Yes,Masters,Mazda,MPV,Green,1992,0,Highly Urban,$61746.80,$88126.48
24-3315639,10/31/1950,Single,Private,Female,0,No,Bachelors,Toyota,Yaris,Teal,2006,0,Highly Urban,$45974.81,$63357.66
37-4911395,10/8/1992,Seperated,Private,Female,0,No,Bachelors,Scion,xA,Teal,2006,3,Urban,$10247.77,$237592.22
59-7347573,11/18/1961,Married,Private,Male,1,Yes,Masters,Chevrolet,Malibu Maxx,Blue,2006,0,Highly Urban,$92597.15,$149839.72
98-6864446,9/26/1979,Married,Private,Female,0,No,Masters,Volvo,XC70,Goldenrod,2011,0,Suburban,$22248.54,$177651.16
32-5664875,9/27/1993,Single,Private,Female,0,Yes,Bachelors,Toyota,Sienna,Fuscia,2007,1,Highly Rural,$73968.59,$225779.98
83-7836845,10/10/1972,Single,Private,Male,0,No,Bachelors,Chrysler,300M,Maroon,2002,0,Highly Rural,$13891.20,$88534.12
97-5575643,12/22/1949,Married,Private,Female,0,No,High School,Ford,Expedition,Khaki,2008,0,Highly Rural,$36614.75,$123665.37
16-3676877,10/12/2000,Married,Commercial,Male,0,No,Bachelors,Ford,Explorer,Turquoise,1991,0,Suburban,$23868.00,$70836.99
78-9438365,3/28/1979,Divorced,Private,Male,0,No,High School,Dodge,Ram 1500 Club,Orange,1995,0,Urban,$48083.62,$163496.14
22-1194939,8/3/1968,Single,Private,Female,0,No,Bachelors,Chevrolet,2500,Violet,1992,4,Highly Rural,$29932.51,$156804.59
76-0782360,1/7/1963,Married,Commercial,Male,0,Yes,Bachelors,GMC,Yukon XL 1500,Teal,2008,0,Highly Urban,$50099.46,$241361.62
94-9850135,5/1/1967,Married,Private,Female,0,Yes,Masters,Chevrolet,G-Series G20,Violet,1993,0,Highly Rural,$86678.17,$165614.99
22-4606556,4/23/1962,Single,Private,Male,3,Yes,High School,Saturn,Relay,Aquamarine,2006,0,Urban,$36262.37,$238815.24
15-2013083,1/28/1971,Single,Private,Male,0,Yes,High School,Mazda,RX-7,Yellow,1984,0,Suburban,$33273.92,$188681.79
06-1874370,8/12/1994,Divorced,Commercial,Male,0,No,High School,Chevrolet,Impala,Blue,2009,0,Urban,$22411.16,$147177.98
92-7159744,7/3/1982,Single,Private,Male,0,No,High School,Mitsubishi,Tundra,Yellow,2009,0,Highly Urban,$59371.40,$138521.17
56-9995982,3/5/1995,Single,Commercial,Male,0,No,Bachelors,Nissan,Versa,Mauv,2010,0,Urban,$94019.37,$68667.47
93-4790936,9/9/1964,Seperated,Private,Female,0,No,PhD,Ford,Expedition EL,Puce,2010,1,Highly Rural,$18984.54,$206170.15
63-9552269,6/27/1965,Single,Commercial,Female,1,Yes,High School,Volkswagen,Passat,Goldenrod,1991,0,Suburban,$88820.49,$85370.95
07-2760101,5/21/1985,Single,Private,Male,2,Yes,PhD,Suzuki,Forenza,Crimson,2006,0,Suburban,$79289.76,$247259.85
97-7528986,7/5/1952,Married,Private,Male,0,No,PhD,Dodge,Journey,Aquamarine,2009,0,Suburban,$91255.18,$158842.09
02-2514671,8/4/1998,Single,Private,Male,2,Yes,High School,Volkswagen,Jetta,Aquamarine,2000,0,Suburban,$13892.46,$164744.93
43-8162986,7/7/1984,Seperated,Private,Female,0,No,PhD,Aston Martin,DB9,Purple,2008,0,Suburban,$49633.78,$106209.57
03-3690534,8/21/1982,Married,Private,Male,0,No,Masters,Mercedes-Benz,CL-Class,Violet,2001,0,Highly Rural,$10914.00,$172404.32
80-4392263,9/14/1975,Single,Private,Male,0,Yes,Masters,Ford,Flex,Purple,2009,0,Suburban,$68474.50,$245861.28
72-9228315,11/20/1984,Single,Private,Female,2,Yes,High School,Mercedes-Benz,E-Class,Green,1989,0,Suburban,$64312.26,$201637.99
14-4347451,11/14/1993,Married,Private,Male,0,No,Bachelors,Toyota,Prius,Maroon,2008,0,Highly Urban,$60767.58,$233983.61
75-4828480,12/24/1960,Married,Private,Male,0,Yes,High School,Kia,Sorento,Indigo,2007,2,Urban,$86918.97,$154241.77
18-9649342,9/21/1996,Married,Private,Male,1,Yes,High School,Nissan,Quest,Yellow,2005,0,Highly Rural,$1044.43,$177914.85
51-7821392,3/17/1987,Single,Private,Male,0,Yes,Bachelors,Chrysler,Town & Country,Yellow,1999,1,Highly Urban,$84201.59,$199127.04
28-2180353,8/8/1963,Married,Private,Female,0,Yes,High School,Volvo,S60,Orange,2001,0,Highly Rural,$90375.50,$245536.37
10-7948278,2/4/1995,Divorced,Private,Male,1,Yes,Bachelors,GMC,Yukon,Green,1993,0,Highly Urban,$83698.53,$105392.08
80-7430167,8/23/1973,Divorced,Private,Female,0,Yes,Masters,Holden,Monaro,Khaki,2004,4,Highly Urban,$97145.11,$214645.13
32-7014742,11/30/1997,Married,Private,Female,0,No,Bachelors,Audi,V8,Goldenrod,1990,0,Highly Urban,$24353.60,$144848.19
79-6306657,9/12/1964,Married,Private,Male,0,No,Bachelors,Suzuki,Vitara,Red,2000,0,Urban,$93516.74,$119865.55
64-0519430,1/24/1959,Single,Private,Female,0,No,Masters,Dodge,Dakota,Fuscia,2003,1,Highly Urban,$59284.51,$69871.07
81-4045451,9/24/1953,Single,Commercial,Male,0,No,Bachelors,Buick,Lucerne,Fuscia,2006,3,Suburban,$2745.91,$155378.91
87-1290286,2/20/1960,Married,Private,Female,0,No,Bachelors,Chevrolet,Express 2500,Goldenrod,1996,0,Urban,$59034.47,$150776.28
49-3211741,6/19/2000,Married,Private,Female,0,No,Masters,Pontiac,Grand Am,Orange,1994,0,Highly Rural,$24457.04,$90069.95
17-5435235,1/11/1991,Seperated,Commercial,Female,1,Yes,Bachelors,Oldsmobile,Achieva,Violet,1996,0,Suburban,$19461.34,$140299.81
09-0978667,8/20/1985,Single,Private,Male,2,Yes,High School,Chevrolet,Caprice Classic,Mauv,1996,0,Urban,$17882.52,$94131.91
53-4733977,10/19/1995,Married,Private,Female,0,Yes,Bachelors,Plymouth,Fury,Red,1964,0,Rural,$34571.97,$109896.93
37-1447149,12/18/1997,Divorced,Private,Female,2,Yes,Bachelors,Volkswagen,Phaeton,Red,2004,0,Suburban,$51674.40,$197142.00
50-0434112,4/23/1962,Married,Private,Female,0,No,Bachelors,Suzuki,SJ,Green,1995,2,Suburban,$3024.81,$105977.17
55-2937561,4/28/1972,Married,Private,Male,0,Yes,High School,Cadillac,CTS-V,Goldenrod,2009,0,Highly Rural,$97181.15,$99797.82
02-3928718,11/7/1955,Married,Private,Female,0,No,Bachelors,Suzuki,Swift,Khaki,1991,0,Rural,$29995.11,$168571.92
66-1113657,9/23/1969,Married,Private,Female,3,Yes,Bachelors,Nissan,Versa,Yellow,2010,0,Suburban,$79316.37,$102277.06
17-8981607,9/15/1982,Married,Commercial,Female,0,No,Bachelors,Eagle,Talon,Purple,1994,1,Highly Rural,$32711.88,$88304.86
63-9585443,12/28/1954,Divorced,Private,Female,0,No,High School,Infiniti,Q,Purple,1996,0,Urban,$7943.65,$71462.11
97-1353583,1/2/1993,Divorced,Private,Male,0,No,Bachelors,Jeep,Grand Cherokee,Goldenrod,2004,1,Highly Rural,$95258.53,$233669.93
21-8104130,12/14/1996,Divorced,Commercial,Male,1,Yes,Masters,Ford,Thunderbird,Puce,1989,0,Rural,$46226.98,$246486.49
29-3469626,7/19/1973,Married,Private,Male,0,No,High School,Honda,Pilot,Puce,2003,2,Rural,$40341.29,$84037.80
89-0764292,3/15/1983,Single,Private,Male,1,Yes,Bachelors,Mazda,Navajo,Turquoise,1994,0,Rural,$56461.44,$169058.51
35-1246187,10/24/1979,Married,Private,Female,0,No,Bachelors,Volkswagen,Type 2,Pink,1991,1,Rural,$67362.83,$74106.10
58-4539214,6/5/1959,Single,Private,Male,0,No,Bachelors,Ford,Escort,Indigo,1992,4,Highly Rural,$30839.95,$122349.06
37-1877392,5/8/1990,Single,Commercial,Female,1,Yes,PhD,Mazda,323,Turquoise,1993,0,Highly Urban,$52829.82,$180656.57
88-3925241,4/17/1958,Single,Private,Female,0,Yes,Bachelors,Toyota,Matrix,Pink,2005,0,Highly Urban,$80222.27,$114068.37
73-7340351,8/2/1993,Divorced,Private,Female,1,Yes,Bachelors,Toyota,4Runner,Fuscia,1997,0,Suburban,$3479.57,$137549.69
77-1018762,3/8/1997,Married,Private,Male,0,No,Bachelors,Ford,Econoline E250,Red,1998,4,Highly Rural,$91881.60,$116574.24
91-6011643,3/19/1977,Single,Commercial,Female,0,No,Masters,Mazda,929,Mauv,1990,1,Rural,$77335.10,$105670.06
86-2842358,5/18/1988,Divorced,Private,Male,0,Yes,High School,Mazda,CX-7,Pink,2007,0,Suburban,$67383.95,$103236.46
48-9606197,3/29/1988,Single,Private,Female,0,No,Bachelors,Mitsubishi,Montero,Purple,2000,1,Highly Rural,$82095.71,$119976.38
51-1693762,11/6/2000,Divorced,Private,Male,0,Yes,Bachelors,Nissan,Maxima,Blue,2012,0,Highly Rural,$73567.38,$104280.60
33-3187088,10/25/1979,Single,Private,Female,0,No,Bachelors,Ford,Mustang,Blue,1967,0,Suburban,$30925.90,$171871.96
01-8211897,12/9/1957,Single,Private,Male,1,Yes,Bachelors,Chevrolet,Tahoe,Green,1997,1,Highly Urban,$37926.13,$116540.89
96-6402914,10/11/2001,Divorced,Private,Male,0,No,Bachelors,Ford,Galaxie,Maroon,1964,0,Highly Urban,$10704.27,$78774.95
92-3172373,11/24/1974,Single,Private,Male,0,Yes,High School,GMC,Jimmy,Orange,1994,1,Suburban,$29106.43,$218376.31
60-9103606,1/30/1976,Divorced,Commercial,Female,0,No,Bachelors,Acura,SLX,Pink,1998,0,Highly Urban,$78723.28,$58202.85
07-4777940,12/26/1982,Single,Commercial,Male,0,Yes,Bachelors,Buick,Skyhawk,Blue,1984,4,Urban,$30896.73,$199721.81
98-7181923,12/20/1958,Married,Private,Male,0,Yes,High School,Toyota,Highlander,Puce,2005,0,Suburban,$60101.55,$183806.22
29-5705725,4/22/1979,Divorced,Private,Female,0,No,High School,Subaru,XT,Turquoise,1988,0,Rural,$49639.03,$184231.79
02-9601242,2/28/1958,Single,Private,Female,0,No,High School,Pontiac,Grand Prix,Orange,1993,1,Suburban,$65739.80,$61306.52
